Postal_code,max_temp,min_temp,exposure
V8C1S6,10.68076712,2.767643836,0
V8C1R3,10.6809863,2.788739726,0
V8C1S7,10.68115068,2.767287671,0
V8C1S9,10.68126027,2.766767123,0
V8C1T2,10.68147945,2.766027397,0
V8C2R2,10.68147945,2.772438356,0
V8C1T1,10.68172603,2.765753425,0
V8C2R3,10.68183562,2.772027397,0
V8C2N1,10.68191781,2.790383562,0
V8C1P8,10.68210959,2.788,0
V8C1S8,10.68216438,2.766164384,0
V8C2L8,10.68219178,2.772164384,0
V8C2N2,10.68224658,2.789890411,0
V8C1T4,10.68235616,2.765178082,0
V8C2K9,10.68246575,2.771671233,0
V8C1T3,10.68252055,2.764958904,0
V8C1R4,10.68263014,2.786410959,0
V8C1S1,10.68273973,2.786383562,0
V8C1S2,10.68284932,2.786082192,0
V8C1R2,10.68290411,2.786191781,0
V8C1A2,10.68334247,2.770164384,0
V8C2K2,10.68361644,2.769972603,0
V8C2K3,10.68405479,2.769643836,0
V8C1R7,10.68405479,2.784794521,0
V8C1E8,10.68408219,2.784273973,0
V8G3W6,10.68556164,2.777178082,0
V8C1R8,10.68575342,2.782465753,0
V8C1R9,10.68575342,2.782849315,0
V2J7H7,10.68928767,-1.222739726,0
V2J7B9,10.69019178,-1.233041096,0
V2J7H8,10.69208219,-1.230493151,0
V8C2N6,10.69452055,2.805753425,0
V8C2N7,10.69454795,2.805643836,0
V8C1E3,10.69457534,2.80569863,0
V8G0E1,10.6969589,3.043534247,0
V8C1B7,10.69720548,2.802054795,0
V8C2K5,10.69720548,2.80260274,0
V8G0E2,10.69731507,3.045315068,0
V8C1B6,10.69756164,2.802027397,0
V8C1C6,10.69846575,2.802410959,0
V8C1C7,10.69849315,2.802410959,0
V8G0C9,10.69879452,3.042410959,0
V8C1C4,10.69882192,2.80030137,0
V8C1C5,10.6990411,2.799780822,0
V8C2K6,10.69942466,2.769671233,0
V8C1B9,10.69964384,2.799780822,0
V0X1R0,10.69972603,0.439808219,0
V8C0A1,10.69975342,2.799123288,0
V8C1B8,10.69975342,2.79969863,0
V2G4X9,10.69980822,-1.629643836,0
V8C1E2,10.70032877,2.798273973,0
V8C1B3,10.70052055,2.79660274,0
V8C1E1,10.70063014,2.798,0
V2J6X7,10.70123288,-1.111150685,0
V8C1V8,10.70123288,2.823232877,0
V8C2K4,10.70139726,2.842794521,0
V8C2B2,10.70145205,2.843178082,0
V8C1C9,10.70147945,2.797260274,0
V8C1C1,10.70153425,2.797315068,0
V8C1C8,10.70158904,2.79709589,0
V8C1C2,10.70175342,2.796931507,0
V8C1V4,10.70183562,2.851260274,0
V8C1G2,10.70189041,2.820219178,0
V8C1T9,10.70246575,2.820109589,0
V8C2K8,10.70246575,2.841342466,0
V8C1V5,10.70246575,2.850164384,0
V8C1W8,10.70290411,2.820712329,0
V8C2A7,10.70309589,2.841178082,0
V8C2A8,10.70326027,2.841013699,0
V8C1V3,10.70358904,2.848136986,0
V8C2G5,10.70364384,2.817561644,0
V8C2G6,10.70364384,2.817561644,0
V8C2G7,10.70364384,2.817561644,0
V8C2G8,10.70364384,2.817561644,0
V8C2G9,10.70364384,2.817561644,0
V8C2H1,10.70364384,2.817561644,0
V8C2H2,10.70364384,2.817561644,0
V8C2M4,10.70364384,2.817561644,0
V8C2R9,10.70364384,2.817561644,0
V8C2H7,10.70427397,2.816849315,0
V8C1V1,10.70432877,2.818109589,0
V8C1T6,10.70452055,2.816630137,0
V8C2M2,10.70460274,2.847726027,0
V8C2H9,10.70473973,2.817589041,0
V8C2M6,10.70484932,2.847232877,0
V8C1R5,10.70493151,2.81430137,0
V8C1R6,10.70528767,2.813890411,0
V1A3L1,10.70531507,-0.265863014,0
V8C2K7,10.70547945,2.847150685,0
V8C1V6,10.70575342,2.845150685,0
V8C2L1,10.70583562,2.846849315,0
V8C1Y2,10.70594521,2.843972603,0
V8C2G3,10.70624658,2.815041096,0
V8C1Y1,10.70632877,2.843616438,0
V8C1X9,10.70632877,2.844630137,0
V8C1V9,10.70654795,2.845205479,0
V8C1T5,10.70682192,2.814191781,0
V8C1Y4,10.70739726,2.843342466,0
V8C1Y3,10.70750685,2.842931507,0
V2J7C2,10.70769863,-1.222712329,0
V8C2B1,10.70830137,2.844410959,0
V8C1Y5,10.70843836,2.842219178,0
V8C1Y6,10.70863014,2.841890411,0
V8C2A9,10.70863014,2.843917808,0
V8C2A5,10.7090411,2.843424658,0
V8C2A3,10.70906849,2.843287671,0
V8C2A6,10.70915068,2.84309589,0
V8C2A2,10.70926027,2.841917808,0
V8C2A1,10.70950685,2.841780822,0
V8C2A4,10.70950685,2.84230137,0
V8C1X7,10.70953425,2.839671233,0
V8C1V7,10.70961644,2.830821918,0
V8C1X8,10.7099726,2.839150685,0
V8C1Y8,10.71008219,2.840082192,0
V8C1Y7,10.71032877,2.839972603,0
V8C1X5,10.71052055,2.838520548,0
V8C1X6,10.71071233,2.838,0
V2G5A3,10.71079452,-1.506136986,0
V8C1W9,10.71136986,2.837178082,0
V8C1W1,10.71156164,2.840438356,0
V8C1X1,10.71161644,2.836794521,0
V8C1Z2,10.71167123,2.829863014,0
V8C1W7,10.71178082,2.827780822,0
V8C1X2,10.71219178,2.835342466,0
V2G4Z2,10.71238356,-1.410219178,0
V8C1Z7,10.71238356,2.838958904,0
V8C1Z3,10.71241096,2.829315068,0
V8C1Z6,10.71263014,2.839424658,0
V8C1X4,10.71271233,2.835616438,0
V8C1X3,10.7130137,2.835287671,0
V8C1Y9,10.71323288,2.83660274,0
V8C1Z1,10.71336986,2.836027397,0
V8C1W6,10.71345205,2.826465753,0
V8C1W5,10.71367123,2.825972603,0
V8C2N5,10.71372603,2.827369863,0
V8C2S7,10.71410959,2.82769863,0
V8C1W2,10.71416438,2.825506849,0
V8C1W4,10.71443836,2.826136986,0
V2G4Z4,10.71493151,-1.480438356,0
V8C1W3,10.7149863,2.824273973,0
V2G5A1,10.71506849,-1.480246575,0
V8C1Z4,10.71517808,2.835506849,0
V8C1Z5,10.71523288,2.835945205,0
V8C2S4,10.71536986,2.825534247,0
V8C2S3,10.71654795,2.822054795,0
V8C1V2,10.71676712,2.821890411,0
V2G4Z7,10.71778082,-1.482219178,0
V2G3R4,10.71854795,-1.610191781,0
V2G5L7,10.71876712,-1.482164384,0
V9J1L2,10.71915068,2.487753425,0
V2G4Z8,10.71923288,-1.482328767,0
V2G4Z9,10.71975342,-1.482767123,0
V2G3R2,10.72032877,-1.61090411,0
V8G0B9,10.72084932,2.913780822,0
V2G4Z6,10.72208219,-1.483835616,0
V8G4X6,10.72210959,2.916958904,0
V8G4X3,10.72227397,2.913890411,0
V8G4X2,10.7230411,2.91309589,0
V2J6T7,10.72358904,-1.107260274,0
V8G4X7,10.72416438,2.914191781,0
V8G4X8,10.72449315,2.913506849,0
V8G0C6,10.7279726,2.946684932,0
V2G5B6,10.72838356,-1.536794521,0
V2G5L4,10.7359726,-1.406684932,0
V2J6X2,10.73715068,-1.10230137,0
V8G1L3,10.73750685,2.948136986,0
V8G3K3,10.7379726,2.949589041,0
V8G3K4,10.73819178,2.949534247,0
V8G3K2,10.73852055,2.951616438,0
V8G1L2,10.7410137,2.942821918,0
V8G1H6,10.74153425,2.945424658,0
V8G1H5,10.74191781,2.945150685,0
V8G4X4,10.74238356,2.942027397,0
V8G1L1,10.74405479,2.938027397,0
V8G4R5,10.74405479,2.938027397,0
V8G4X5,10.74421918,2.938849315,0
V8G0C5,10.74619178,2.951479452,0
V8G0H1,10.7469863,2.93539726,0
V8G5J7,10.7470137,2.935972603,0
V2J6H3,10.74830137,-1.199452055,0
V2G5B7,10.74983562,-1.524794521,0
V2J6V2,10.7570411,-1.076356164,0
V8G0H4,10.762,2.969671233,0
V0N1B2,10.76287671,2.050547945,0
V2J0A2,10.76583562,-1.169178082,0
V0N1B3,10.77254795,1.989616438,0
V2J7G9,10.78273973,-1.156821918,0
V2G3S2,10.78323288,-1.555643836,0
V2G3W5,10.78328767,-1.555589041,0
V2G3R9,10.78356164,-1.555917808,0
V2G3S3,10.78476712,-1.55660274,0
V2G4Y3,10.78531507,-1.556547945,0
V2E2S8,10.78545205,-0.175123288,0
V2G3Z3,10.7860274,-1.557013699,0
V2G3R3,10.78608219,-1.55690411,0
V2G3R1,10.78632877,-1.557041096,0
V1A1X9,10.78687671,-0.145863014,0
V1A1Z6,10.78742466,-0.147835616,0
V1A1Z5,10.78747945,-0.148109589,0
V1A1Z7,10.78791781,-0.147178082,0
V1A2B1,10.78819178,-0.147643836,0
V1A1Y1,10.78824658,-0.144739726,0
V0K1S1,10.78928767,-0.952410959,0
V1A1X5,10.78961644,-0.141506849,0
V1A1X6,10.78980822,-0.140630137,0
V1A1X8,10.79016438,-0.142547945,0
V2J6T2,10.790410960000001,-1.047479452,0
V1A1X7,10.79043836,-0.142547945,0
V1A1Y2,10.79076712,-0.14339726,0
V1A1V9,10.79123288,-0.141123288,0
V1C6X2,10.79364384,-0.085780822,0
V2G5C1,10.79706849,-1.474438356,0
V1A2R3,10.80657534,-0.132767123,0
V1A2P7,10.80657534,-0.131013699,0
V1A2P6,10.80671233,-0.131205479,0
V1A2R2,10.80676712,-0.133068493,0
V2J6B8,10.80720548,-1.122630137,0
V1A2Z8,10.80728767,-0.131041096,0
V1A2Z3,10.80758904,-0.134630137,0
V1A2Y8,10.80791781,-0.135726027,0
V2J7C8,10.808,-1.132410959,0
V1A2Z2,10.80810959,-0.134410959,0
V1A2Z1,10.80827397,-0.135534247,0
V1A2L8,10.80923288,-0.135835616,0
V1A2R6,10.80947945,-0.134465753,0
V1A3B4,10.80950685,-0.126931507,0
V1A2M4,10.80975342,-0.135452055,0
V1A3B6,10.80991781,-0.125780822,0
V1A2M5,10.8099726,-0.135616438,0
V1A3B5,10.81,-0.126,0
V1A3B2,10.81019178,-0.124520548,0
V1A3B3,10.81032877,-0.124684932,0
V1A2R4,10.81043836,-0.135232877,0
V1A2G2,10.81054795,-0.131260274,0
V1A2G4,10.81060274,-0.131643836,0
V1A2H5,10.81082192,-0.133315068,0
V1A2B9,10.8109863,-0.129013699,0
V1A2H6,10.81106849,-0.133013699,0
V1A2E3,10.81120548,-0.130493151,0
V1A2E2,10.81120548,-0.130164384,0
V2J4K6,10.81131507,-1.120821918,0
V1A2C8,10.81142466,-0.129890411,0
V1A2C9,10.81150685,-0.129753425,0
V1L6Z4,10.81156164,1.009315068,0
V1A2G6,10.81172603,-0.132547945,0
V1A2H7,10.81186301,-0.12969863,0
V1A2G5,10.81194521,-0.132958904,0
V1A2Y7,10.81194521,-0.132958904,0
V1A0A3,10.8119726,-0.129835616,0
V1A2H9,10.8119726,-0.129123288,0
V1A3E3,10.81205479,-0.125123288,0
V1A2E5,10.81221918,-0.131287671,0
V1A2E4,10.81221918,-0.130986301,0
V1A2J5,10.81227397,-0.132630137,0
V0K1J0,10.81246575,-1.662712329,0
V1A2J1,10.81246575,-0.128958904,0
V1A2E6,10.81279452,-0.131863014,0
V1A2J6,10.8129589,-0.129808219,0
V1A2J7,10.8129589,-0.129424658,0
V1A3E2,10.81320548,-0.130520548,0
V1A2Y4,10.81326027,-0.131041096,0
V1A2J8,10.81345205,-0.128273973,0
V1A2J9,10.81350685,-0.128794521,0
V1A2B2,10.81364384,-0.129315068,0
V1A1Z3,10.81372603,-0.130383562,0
V2J7B4,10.81410959,-1.127178082,0
V0L1S0,10.81646575,-2.505945205,0
V2J6Y7,10.83038356,-1.03690411,0
V2J7G7,10.83071233,-1.11769863,0
V1A3M4,10.83084932,-0.176438356,0
V2G5A2,10.83454795,-1.417369863,0
V2G5C2,10.83712329,-1.432465753,0
V2G5H7,10.8399726,-1.505369863,0
V2G3R6,10.84287671,-1.506328767,0
V2G3R5,10.84350685,-1.506630137,0
V0L1T0,10.84383562,-1.678219178,0
V2J7C9,10.84654795,-1.089808219,0
V1P1K2,10.84863014,0.676219178,0
V0K2E0,10.84950685,-2.030493151,0
V2J7H6,10.85123288,-1.113890411,0
V2J7E1,10.8519726,-1.089232877,0
V1P1J7,10.85208219,0.700821918,0
V2G4G1,10.85219178,-1.516465753,0
V2G4G2,10.85219178,-1.516465753,0
V2G3H7,10.85367123,-1.51690411,0
V2G3J3,10.85369863,-1.516986301,0
V2G3Y9,10.85394521,-1.517013699,0
V2G3J2,10.85473973,-1.517315068,0
V2G3J1,10.85482192,-1.517534247,0
V2G3H9,10.85512329,-1.517808219,0
V2G3V5,10.85512329,-1.517561644,0
V2G3Y2,10.85523288,-1.517589041,0
V2G4R8,10.85531507,-1.517506849,0
V2G3H8,10.85561644,-1.517671233,0
V2G3H4,10.85630137,-1.518136986,0
V2G3P2,10.85630137,-1.518027397,0
V2G3X6,10.85709589,-1.518712329,0
V2G3X7,10.85723288,-1.518520548,0
V0N0A0,10.86043836,2.024794521,0
V2J6Y4,10.86460274,-0.99290411,0
V2J7C7,10.86893151,-1.079342466,0
V1A3M5,10.87032877,-0.126383562,0
V2G5M5,10.87041096,-1.417178082,0
V0N1B6,10.87843836,2.053890411,0
V2G3G9,10.88463014,-1.488876712,0
V2G4V4,10.88484932,-1.488931507,0
V1A2T6,10.88490411,-0.079917808,0
V1A2T5,10.8849863,-0.079972603,0
V2J7G6,10.88509589,-1.071506849,0
V1A2W3,10.88547945,-0.08030137,0
V1A2W2,10.88569863,-0.080821918,0
V1A1M7,10.88589041,-0.070191781,0
V1A1M6,10.886,-0.070164384,0
V1A2Y1,10.88621918,-0.08109589,0
V2G4A7,10.88643836,-1.489561644,0
V1A1P4,10.88643836,-0.06939726,0
V2G3J7,10.88649315,-1.489589041,0
V1A1L8,10.88665753,-0.068547945,0
V2G3J6,10.88679452,-1.490082192,0
V2G3V4,10.88709589,-1.489863014,0
V2G3H1,10.88791781,-1.490109589,0
V2G3H2,10.88805479,-1.490273973,0
V2G3H3,10.88819178,-1.49030137,0
V2J7B8,10.8889863,-1.067780822,0
V2G3J4,10.88956164,-1.490958904,0
V2G3J5,10.88967123,-1.490986301,0
V2J7B7,10.88975342,-1.067068493,0
V2G4M1,10.89052055,-1.491178082,0
V2J7B6,10.89068493,-1.069287671,0
V1L1C9,10.89068493,1.085917808,0
V0N1M0,10.89676712,5.302794521,0
V1L7A5,10.89767123,1.089123288,0
V2J6H1,10.89778082,-1.058136986,0
V2J6H6,10.90049315,-1.059561644,0
V2J6H2,10.90430137,-1.054465753,0
V2G5B2,10.90473973,-1.418876712,0
V0B1W0,10.90731507,0.592958904,0
V2G5J8,10.91835616,-1.678876712,0
V0L1L0,10.92041096,-1.092136986,0
V2J7C3,10.92145205,-1.036767123,0
V1L6T7,10.92169863,1.120712329,0
V2J7C4,10.92180822,-1.037726027,0
V2C5J3,10.92676712,-0.003232877,0
V2J7B5,10.92726027,-1.038164384,0
V2C5J4,10.9279726,-0.002712329,0
V2J6Y6,10.928,-0.902739726,0
V1A2T4,10.92871233,-0.045561644,0
V1A2T3,10.9289863,-0.045945205,0
V1A2W1,10.92942466,-0.046630137,0
V1A2V9,10.92961644,-0.046876712,0
V1A2T2,10.9299726,-0.043369863,0
V1A2P5,10.93008219,-0.042493151,0
V1A2X9,10.93016438,-0.047972603,0
V1A2S9,10.93065753,-0.043150685,0
V1A2V8,10.93071233,-0.044739726,0
V1A2T1,10.93076712,-0.04290411,0
V1A2P3,10.93093151,-0.042109589,0
V1A2V7,10.93112329,-0.044109589,0
V1A2T9,10.93134247,-0.041863014,0
V1A2S2,10.93139726,-0.040465753,0
V1A2X8,10.93145205,-0.045863014,0
V0A1H0,10.93147945,-0.177917808,0
V2C6C8,10.93153425,4.38356e-4,0
V1A2S1,10.93158904,-0.040082192,0
V1A2Z6,10.932,-0.040958904,0
V1A2Z4,10.9320274,-0.042082192,0
V1A2N8,10.9320274,-0.039561644,0
V1A2N9,10.93216438,-0.044931507,0
V1A3B7,10.93219178,-0.040739726,0
V1A2V6,10.93235616,-0.043424658,0
V1A2R9,10.93254795,-0.040438356,0
V1A2S8,10.93273973,-0.042438356000000003,0
V1A2X3,10.93282192,-0.044986301,0
V1A2V5,10.93282192,-0.043917808,0
V1A2N6,10.93287671,-0.045561644,0
V1A2X2,10.9330137,-0.044712329,0
V1A3A8,10.9330137,-0.040191781,0
V1A3G2,10.93309589,-0.038767123,0
V1A2N5,10.93320548,-0.045616438,0
V1A2N2,10.93323288,-0.039890411,0
V1A2N4,10.93331507,-0.044630137,0
V1A2N3,10.93342466,-0.043315068,0
V1A2X1,10.93358904,-0.04509589,0
V1A2V4,10.93380822,-0.044219178,0
V1A2X7,10.93383562,-0.046356164,0
V1A2X6,10.9339726,-0.046931507,0
V1A2W9,10.9339726,-0.045643836,0
V1A2V3,10.934,-0.043863014,0
V1A2S6,10.93416438,-0.042931507,0
V1A2S7,10.93419178,-0.042630137,0
V1A2R8,10.93432877,-0.04109589,0
V1A2R7,10.93443836,-0.04139726,0
V1A2N1,10.93460274,-0.044684932,0
V1A2S5,10.93460274,-0.043178082,0
V1A2S4,10.93463014,-0.042821918,0
V1A2S3,10.93465753,-0.043205479,0
V1A2X5,10.93534247,-0.047287671,0
V1A2X4,10.93539726,-0.046931507,0
V1A2W8,10.93561644,-0.045972603,0
V1A2Z7,10.93572603,-0.045808219,0
V1A2Y2,10.93589041,-0.044273973,0
V1A2W7,10.93616438,-0.045753425,0
V2G5J9,10.93871233,-1.436410959,0
V2G5K1,10.94008219,-1.437534247,0
V0N3L0,10.94169863,6.303424658,0
V2G4K7,10.94227397,-1.438054795,0
V2G3L3,10.94271233,-1.437945205,0
V2G3L5,10.94309589,-1.438164384,0
V2G3M6,10.94378082,-1.438493151,0
V2G3M7,10.94413699,-1.438438356,0
V2G3N3,10.94424658,-1.438931507,0
V2G3N2,10.94430137,-1.438547945,0
V2G3N1,10.94460274,-1.438520548,0
V2J6S8,10.94479452,-0.940027397,0
V2G3M9,10.94523288,-1.439068493,0
V2G3M8,10.94534247,-1.43890411,0
V2J6V1,10.94726027,-0.928328767,0
V0K2E1,10.94805479,-2.013808219,0
V2J6S7,10.94890411,-0.939561644,0
V2G4W9,10.95021918,-1.491369863,0
V2J6V5,10.95158904,-0.928794521,0
V2G4X1,10.95315068,-1.491972603,0
V0N1B0,10.9570137,2.229178082,0
V0N1B7,10.95756164,2.068931507,0
V2J6G9,10.95791781,-1.011342466,0
V2G4Z5,10.95931507,-1.288712329,0
V2G5N3,10.95958904,-1.289068493,0
V2G3G4,10.96043836,-1.418410959,0
V1B3E9,10.9619726,1.023424658,0
V2G3K8,10.96257534,-1.419287671,0
V2G3G3,10.96265753,-1.419287671,0
V2G3K9,10.96282192,-1.419342466,0
V2J7B3,10.96315068,-1.002739726,0
V2G3L2,10.96375342,-1.419726027,0
V2G3L1,10.96378082,-1.419616438,0
V0A1H6,10.96408219,-0.153479452,0
V2G3L7,10.96473973,-1.420164384,0
V2G3L4,10.96479452,-1.419890411,0
V2G3L6,10.96482192,-1.419945205,0
V2G3L8,10.96490411,-1.420273973,0
V2G3M3,10.96531507,-1.420356164,0
V2G3M2,10.96556164,-1.420328767,0
V2G3M1,10.96586301,-1.420465753,0
V2G3L9,10.96591781,-1.420575342,0
V2G3N5,10.96616438,-1.42060274,0
V2G5J5,10.96663014,-1.619890411,0
V2G3M4,10.96665753,-1.420575342,0
V2G3M5,10.96676712,-1.420684932,0
V2G4J4,10.96676712,-1.420684932,0
V2J6R2,10.96841096,-1.078958904,0
V2G3H6,10.9690137,-1.428575342,0
V2G3H5,10.96936986,-1.428547945,0
V2G3T5,10.97,-1.402410959,0
V2G3T3,10.97027397,-1.402328767,0
V2G5C4,10.97194521,-1.326027397,0
V2G5C3,10.97309589,-1.326054795,0
V1C6T1,10.97416438,-0.099342466,0
V1C6T2,10.9759726,-0.094027397,0
V1C0C7,10.97646575,-0.093287671,0
V2J1R2,10.98408219,-0.980438356,0
V2J1P6,10.98438356,-0.980054795,0
V2J1R3,10.98471233,-0.980547945,0
V2J1P4,10.98484932,-0.979561644,0
V2J1P5,10.98484932,-0.979369863,0
V2J4V7,10.98506849,-0.980493151,0
V2J3H3,10.98515068,-0.979616438,0
V2J4V8,10.98567123,-0.980027397,0
V2J1P3,10.98605479,-0.978931507,0
V2J1P2,10.98608219,-0.978767123,0
V2J4Y1,10.98610959,-0.978575342,0
V2J6N4,10.98616438,-0.980876712,0
V2J3H4,10.98621918,-0.979917808,0
V2J1K8,10.98682192,-0.97909589,0
V2J1K9,10.9870137,-0.97939726,0
V2J4X6,10.98816438,-0.977671233,0
V2J4X7,10.98849315,-0.978712329,0
V2J4X8,10.98852055,-0.978219178,0
V2J5A5,10.98887671,-0.97939726,0
V2J5Y5,10.98887671,-0.97739726,0
V2J5A4,10.98906849,-0.979506849,0
V2J5T5,10.98956164,-0.979808219,0
V2J6B7,10.98958904,-0.98030137,0
V2J5S7,10.98961644,-0.977534247,0
V2J5X7,10.98972603,-0.978164384,0
V2J4Z2,10.98989041,-0.97709589,0
V2J5S9,10.99032877,-0.978849315,0
V2G4Y7,10.99038356,-1.127479452,0
V2J5K1,10.99041096,-0.978109589,0
V2G3P1,10.99063014,-1.352,0
V2J4K5,10.99150685,-0.976219178,0
V2G5J4,10.99210959,-1.589506849,0
V2J6B3,10.99241096,-0.977643836,0
V2J6A9,10.99257534,-0.97739726,0
V2J1J3,10.99443836,-0.974657534,0
V2J1J2,10.99463014,-0.974575342,0
V2G5J3,10.9970411,-1.550054795,0
V2G4Y8,11.00375342,-1.112767123,0
V2G4R6,11.00835616,-1.371287671,0
V2G3S7,11.01038356,-1.371808219,0
V1P1H4,11.01158904,0.727424658,0
V2G3P9,11.01194521,-1.372520548,0
V7G0A1,11.01293151,3.726986301,0
V7G0A2,11.01293151,3.726986301,0
V7G0A3,11.01293151,3.726986301,0
V1L6N2,11.01339726,1.15830137,0
V2G3S9,11.01361644,-1.373369863,0
V2G3S8,11.014,-1.37290411,0
V2J6G8,11.01709589,-0.961890411,0
V2G5B3,11.01931507,-1.324794521,0
V2J7C5,11.02769863,-0.952109589,0
V2J7A7,11.028438360000001,-0.955150685,0
V2J7C6,11.02876712,-0.950547945,0
V2G4W8,11.02920548,-1.434082192,0
V2J6Y3,11.03317808,-0.861835616,0
V0A1H2,11.03520548,-0.074273973,0
V0K1W0,11.04221918,-0.156821918,0
V2J7A6,11.04747945,-0.941123288,0
V2E2J7,11.04865753,0.03509589,0
V2G3K6,11.0509863,-1.34709589,0
V2G4J2,11.05117808,-1.347315068,0
V2G3K7,11.05117808,-1.346931507,0
V2G3G6,11.05136986,-1.34709589,0
V2G3G5,11.05238356,-1.347369863,0
V2G3J8,11.05246575,-1.347506849,0
V2G3J9,11.05271233,-1.347479452,0
V2G3K1,11.05372603,-1.348328767,0
V2G3N4,11.05424658,-1.348465753,0
V2G3G8,11.05441096,-1.348054795,0
V2G3G7,11.05443836,-1.348136986,0
V2G4L4,11.05476712,-1.348657534,0
V2G5J7,11.056,-1.551890411,0
V0K1L0,11.06430137,-1.316383562,0
V0T1Z0,11.06961644,5.747972603,0
V0T2B0,11.07413699,3.160739726,0
V2J6Y5,11.07671233,-0.832054795,0
V0A1H4,11.08476712,-0.007479452,0
V2J6K2,11.08972603,-0.919013699,0
V0A1H7,11.09158904,-0.006109589,0
V0E3E0,11.09846575,0.219863014,0
V0G2E0,11.11021918,1.298739726,0
V0N1B9,11.11087671,2.087123288,0
V2J6N5,11.11789041,-0.838712329,0
V2J6V6,11.11958904,-0.802438356,0
V2G5B5,11.12893151,-1.229041096,0
V0A1L0,11.13227397,-0.056794521,0
V0L1J0,11.13284932,-1.343205479,0
V1C6V4,11.14175342,0.023452055,0
V1L6T8,11.14282192,1.319452055,0
V0K1H1,11.14443836,-0.738739726,0
V0K1M0,11.14819178,-1.547863014,0
V0T1B0,11.1550137,5.68709589,0
V2J7B1,11.16432877,-0.827780822,0
V0B2G2,11.16936986,-0.763342466,0
V2G5L5,11.17257534,-1.068246575,0
V2J6T6,11.17452055,-0.769013699,0
V2G3K4,11.17813699,-1.243178082,0
V2J7B2,11.17827397,-0.830986301,0
V2G3K2,11.17838356,-1.243123288,0
V2J6W9,11.1790137,-0.768657534,0
V2G3K3,11.17989041,-1.243561644,0
V1L6Y1,11.18408219,1.374164384,0
V1A2A9,11.18550685,0.142821918,0
V1A2K4,11.18556164,0.142054795,0
V1A2K3,11.18572603,0.141808219,0
V1A2B4,11.18605479,0.141369863,0
V1A2B5,11.18613699,0.140986301,0
V1A1Z9,11.18616438,0.143945205,0
V1A1Z8,11.18630137,0.14430137,0
V1A2C7,11.18643836,0.139315068,0
V1A2B8,11.18646575,0.140712329,0
V1A2K5,11.18652055,0.141589041,0
V1A2K6,11.18663014,0.14169863,0
V1A2A6,11.18663014,0.142821918,0
V1A2A7,11.18679452,0.14260274,0
V1A2A8,11.18684932,0.143315068,0
V1A2B7,11.18693151,0.141287671,0
V1A1X3,11.18736986,0.143890411,0
V1A2A1,11.18745205,0.144493151,0
V1A1X4,11.18764384,0.143589041,0
V1A2C2,11.18767123,0.140794521,0
V2J6T4,11.18772603,-0.733671233,0
V1A1W9,11.18783562,0.145287671,0
V1A1W8,11.1879726,0.14509589,0
V1A2A3,11.18808219,0.145561644,0
V1A1W4,11.18810959,0.146767123,0
V1A1X1,11.18816438,0.144575342,0
V1A1W5,11.18816438,0.146246575,0
V1A1X2,11.18819178,0.144328767,0
V1A2A2,11.18824658,0.145369863,0
V1A2L3,11.18832877,0.140109589,0
V1A1W7,11.18852055,0.144547945,0
V1A1W2,11.18854795,0.147260274,0
V1A1W6,11.18857534,0.145232877,0
V1A2A5,11.18860274,0.146136986,0
V1A2A4,11.18863014,0.145753425,0
V1A1W3,11.18876712,0.14630137,0
V1A1W1,11.18879452,0.147315068,0
V1A1Y4,11.1889863,0.148520548,0
V1A1E3,11.1890137,0.142191781,0
V1A1V6,11.18912329,0.148931507,0
V1A1E4,11.18920548,0.142739726,0
V1A1V8,11.18926027,0.147232877,0
V1A1V7,11.18939726,0.147506849,0
V1A1V3,11.18956164,0.149369863,0
V1A1V2,11.18956164,0.149753425,0
V1A1V4,11.18989041,0.148246575,0
V1A1V5,11.19,0.148876712,0
V1A1T8,11.19013699,0.150931507,0
V1A1V1,11.19024658,0.149315068,0
V1A1Y3,11.19032877,0.151260274,0
V1A1T9,11.19035616,0.15030137,0
V1A1P3,11.19038356,0.147561644,0
V1A3A2,11.19063014,0.146356164,0
V1A1P2,11.1909863,0.147726027,0
V1A1P1,11.19120548,0.147753425,0
V1A1E5,11.19153425,0.143726027,0
V0B1M6,11.19164384,-0.470849315,0
V2G4P9,11.19194521,-1.216876712,0
V2G3S4,11.19372603,-1.217835616,0
V2G3S5,11.19421918,-1.218136986,0
V1L6Z5,11.1980274,1.362821918,0
V1L6Z6,11.1980274,1.362821918,0
V2G5J6,11.19819178,-1.414054795,0
V1L7B9,11.19838356,1.36290411,0
V1L1A9,11.19890411,1.363123288,0
V1L1A3,11.19890411,1.363260274,0
V1L1A2,11.19893151,1.363424658,0
V1L1A8,11.19906849,1.363342466,0
V1L7A3,11.19912329,1.363534247,0
V1L3J6,11.19912329,1.363561644,0
V1L3J4,11.19956164,1.363616438,0
V1C6V3,11.19991781,0.065616438,0
V1L5Y6,11.19994521,1.363972603,0
V1L1A5,11.20008219,1.363945205,0
V1L1A4,11.20032877,1.364109589,0
V1L5Z1,11.20054795,1.364246575,0
V1L5V4,11.20060274,1.364383562,0
V0N2P0,11.20071233,6.047945205,0
V1L5V3,11.20073973,1.364465753,0
V1L1B1,11.20079452,1.364136986,0
V1L5T3,11.20106849,1.364739726,0
V1L6E3,11.20123288,1.364794521,0
V1L7B8,11.20443836,1.366520548,0
V0K1G0,11.20506849,-1.563178082,0
V1L5V1,11.20580822,1.367534247,0
